Date,Prefecture,Positive,Tested,Discharged,Fatal,Hosp_require,Hosp_severe
2022-04-04,Okinawa,126214,667803,118100,441,7679,7
2022-04-05,Hokkaido,232048,1880383,211632,1940,18466,5
2022-04-05,Aomori,37873,200751,33606,86,4181,0
2022-04-05,Iwate,19392,219826,16906,78,2408,0
2022-04-05,Miyagi,60673,467776,54848,175,5005,4
2022-04-05,Akita,17634,52069,14859,49,2726,3
2022-04-05,Yamagata,18407,173251,16215,80,2112,2
2022-04-05,Fukushima,38320,690319,34010,199,4111,2
2022-04-05,Ibaraki,119986,44830,111554,380,8052,3
2022-04-05,Tochigi,65535,677898,58844,250,6441,1
2022-04-05,Gunma,72466,551908,67349,290,4827,1
2022-04-05,Saitama,444801,2486139,416148,1396,27257,18
2022-04-05,Chiba,370337,1836098,346204,1669,20271,17
2022-04-05,Tokyo,1285279,6062962,1182875,4207,98197,30
2022-04-05,Kanagawa,620477,2180686,588977,2035,29465,32
2022-04-05,Niigata,45466,532385,40731,91,4644,0
2022-04-05,Toyama,28744,214831,26103,81,2560,1
2022-04-05,Ishikawa,35782,357257,33311,186,2263,3
2022-04-05,Fukui,22109,267193,20967,44,1098,0
2022-04-05,Yamanashi,24262,248105,22343,64,1862,1
2022-04-05,Nagano,46592,593215,41566,168,4242,0
2022-04-05,Gifu,71290,740362,66227,314,3992,0
2022-04-05,Shizuoka,126057,1066008,117163,380,8183,1
2022-04-05,Aichi,421582,2349808,400994,1977,18611,18
2022-04-05,Mie,58219,430346,55086,268,4388,4
2022-04-05,Shiga,71338,528994,66099,194,5045,2
2022-04-05,Kyoto,159389,727962,148467,673,9549,10
2022-04-05,Osaka,811491,6253028,768187,4738,38543,284
2022-04-05,Hyogo,340512,1371180,323813,2125,14577,14
2022-04-05,Nara,75987,452383,66102,351,9534,9
2022-04-05,Wakayama,29466,138927,27889,110,1292,0
2022-04-05,Tottori,9653,309706,8858,14,667,0
2022-04-05,Shimane,10048,141330,8835,11,1202,0
2022-04-05,Okayama,65038,483667,58933,223,2953,1
2022-04-05,Hiroshima,100832,1547535,90180,450,10202,3
2022-04-05,Yamaguchi,30715,484444,27904,166,2645,1
2022-04-05,Tokushima,16547,181030,15764,79,707,2
2022-04-05,Kagawa,31081,228584,28305,113,2663,0
2022-04-05,Ehime,26161,298548,23397,130,2634,5
2022-04-05,Kochi,17681,222995,16291,101,1289,3
2022-04-05,Fukuoka,312601,2271127,277160,1141,27919,10
2022-04-05,Saga,33760,221504,28373,88,2729,0
2022-04-05,Nagasaki,34253,311214,32445,116,3221,1
2022-04-05,Kumamoto,67188,233272,62074,275,4839,5
2022-04-05,Oita,34115,487468,30984,144,2987,1
2022-04-05,Miyazaki,27645,155524,24428,118,3173,2
2022-04-05,Kagoshima,47233,315147,40891,171,5449,0
2022-04-05,Okinawa,127423,670313,118874,441,8114,9
2022-04-06,Hokkaido,234418,1889839,213247,1941,18476,5
2022-04-06,Aomori,38426,201865,34143,87,4196,0
2022-04-06,Iwate,19732,220946,17157,78,2497,0
2022-04-06,Miyagi,61440,470160,55226,176,5274,3
2022-04-06,Akita,17970,52212,15134,49,2787,2
2022-04-06,Yamagata,18603,173723,16339,80,2184,2
2022-04-06,Fukushima,38981,693269,34379,199,4403,2
2022-04-06,Ibaraki,120940,44830,112785,382,7773,3
2022-04-06,Tochigi,66318,680356,59279,250,6789,2
2022-04-06,Gunma,73077,554112,68071,291,4715,2
2022-04-06,Saitama,448127,2494137,420569,1399,26159,19
2022-04-06,Chiba,373113,1840971,347009,1673,21659,17
2022-04-06,Tokyo,1293931,6084130,1189572,4213,100146,29
2022-04-06,Kanagawa,624433,2180686,592402,2046,29985,32
2022-04-06,Niigata,46347,534576,41331,91,4925,0
2022-04-06,Toyama,28990,215489,26345,81,2564,1
2022-04-06,Ishikawa,36121,357671,33461,186,2452,3
2022-04-06,Fukui,22304,267992,21100,44,1160,0
2022-04-06,Yamanashi,24474,248105,22550,64,1867,1
2022-04-06,Nagano,47329,595576,42180,168,4293,0
2022-04-06,Gifu,71968,743294,66747,315,4228,1
2022-04-06,Shizuoka,127168,1066008,117927,382,8381,1
2022-04-06,Aichi,424710,2357209,402677,1979,20054,16
2022-04-06,Mie,58971,430346,55440,269,4794,2
2022-04-06,Shiga,71789,529863,66672,196,4921,1
2022-04-06,Kyoto,160526,731176,149074,674,9642,8
2022-04-06,Osaka,816387,6271355,772515,4753,39094,277
2022-04-06,Hyogo,342473,1374975,325775,2130,14573,15
2022-04-06,Nara,76548,454739,67758,352,8438,7
2022-04-06,Wakayama,29790,139608,28105,110,1400,0
2022-04-06,Tottori,9732,311600,8930,14,673,0
2022-04-06,Shimane,10192,141330,8930,11,1251,0
2022-04-06,Okayama,65730,483667,58933,223,2953,1
2022-04-06,Hiroshima,101651,1547535,90687,450,10514,3
2022-04-06,Yamaguchi,31002,484444,28171,166,2665,0
2022-04-06,Tokushima,16638,181657,15850,79,713,2
2022-04-06,Kagawa,31410,230064,28653,113,2644,0
2022-04-06,Ehime,26461,299026,23586,130,2745,5
2022-04-06,Kochi,17825,223225,16445,101,1279,2
2022-04-06,Fukuoka,315303,2279315,279211,1148,27833,10
2022-04-06,Saga,34205,222660,28686,89,2830,0
2022-04-06,Nagasaki,34612,312367,32733,116,3314,1
2022-04-06,Kumamoto,67806,234269,62433,275,5098,6
2022-04-06,Oita,34525,490068,31334,144,3047,1
2022-04-06,Miyazaki,28233,156616,24619,119,3570,1
2022-04-06,Kagoshima,47959,317051,41455,171,5607,0
2022-04-06,Okinawa,128833,673710,119665,441,8728,11
2022-04-07,Hokkaido,236764,1898777,215083,1942,19230,5
2022-04-07,Aomori,38983,202496,34413,88,4482,0
2022-04-07,Iwate,20161,222569,17268,80,2813,1
2022-04-07,Miyagi,62116,472422,55652,176,5616,3
2022-04-07,Akita,18316,52380,15406,49,2961,2
2022-04-07,Yamagata,18808,174115,16483,80,2245,2
2022-04-07,Fukushima,39675,696002,34812,199,4664,2
2022-04-07,Ibaraki,122111,44830,114063,387,7661,3
2022-04-07,Tochigi,67036,683770,60523,251,6262,3
2022-04-07,Gunma,73681,556757,68678,291,4712,2
2022-04-07,Saitama,451973,2501640,423760,1403,26810,18
2022-04-07,Chiba,376214,1843439,349985,1676,21455,17
2022-04-07,Tokyo,1302684,6103033,1193468,4219,104997,29
2022-04-07,Kanagawa,628258,2180686,595478,2054,30726,33
2022-04-07,Niigata,47186,538081,42015,91,5080,0
2022-04-07,Toyama,29185,215783,26578,83,2524,3
2022-04-07,Ishikawa,36468,358436,33646,186,2613,2
2022-04-07,Fukui,22515,268975,21362,44,1109,1
2022-04-07,Yamanashi,24725,248105,22811,64,1859,1
2022-04-07,Nagano,48019,597337,42355,168,4391,0
2022-04-07,Gifu,72621,746180,67224,315,4429,1
2022-04-07,Shizuoka,128080,1066008,119014,384,8476,2
2022-04-07,Aichi,427925,2363567,404779,1981,21165,16
2022-04-07,Mie,59687,430346,55909,272,5048,2
2022-04-07,Shiga,72241,530901,67198,196,4847,1
2022-04-07,Kyoto,161645,733035,150189,676,9663,6
2022-04-07,Osaka,821060,6290831,776331,4774,39927,275
2022-04-07,Hyogo,344664,1379727,327456,2132,15078,12
2022-04-07,Nara,76890,455853,68154,352,8384,6
2022-04-07,Wakayama,30081,140290,28344,110,1451,0
2022-04-07,Tottori,9826,312194,9024,14,673,0
2022-04-07,Shimane,10326,141330,9036,11,1279,0
2022-04-07,Okayama,66363,483667,58933,223,2953,1
2022-04-07,Hiroshima,102732,1571842,91528,450,10754,2
2022-04-07,Yamaguchi,31372,484444,28386,167,2819,0
2022-04-07,Tokushima,16761,182335,15953,79,731,2
2022-04-07,Kagawa,31711,231154,29015,113,2583,2
2022-04-07,Ehime,26772,299492,23829,130,2813,4
2022-04-07,Kochi,18016,223522,16547,101,1368,2
2022-04-07,Fukuoka,317948,2287533,280652,1152,29047,10
2022-04-07,Saga,34596,223722,28962,90,2995,0
2022-04-07,Nagasaki,34986,313643,33154,117,3292,0
2022-04-07,Kumamoto,68582,235305,62810,275,5497,5
2022-04-07,Oita,35028,492777,31713,144,3171,1
2022-04-07,Miyazaki,28799,157652,24934,119,3821,1
2022-04-07,Kagoshima,48692,319137,41948,171,5840,0
2022-04-07,Okinawa,130188,676106,120609,441,9144,6
2022-04-08,Hokkaido,238980,1906939,217069,1946,19739,7
2022-04-08,Aomori,39461,203458,34700,88,4673,0
2022-04-08,Iwate,20504,223946,17409,80,3015,1
2022-04-08,Miyagi,62721,474856,56236,176,5704,3
2022-04-08,Akita,18681,52544,15680,49,2952,2
2022-04-08,Yamagata,18966,174509,16684,80,2202,2
2022-04-08,Fukushima,40317,699604,35229,200,4888,2
2022-04-08,Ibaraki,123416,44830,115460,388,7568,2
2022-04-08,Tochigi,67650,683609,61175,252,6223,3
2022-04-08,Gunma,74272,557906,69196,292,4784,1
2022-04-08,Saitama,455553,2510374,426213,1407,27933,17
2022-04-08,Chiba,378838,1851058,353805,1678,20733,15
2022-04-08,Tokyo,1310796,6124890,1202158,4228,104410,30
2022-04-08,Kanagawa,631975,2180686,601047,2060,28868,30
2022-04-08,Niigata,48046,540296,42715,91,5240,0
2022-04-08,Toyama,29375,216636,26815,85,2475,4
2022-04-08,Ishikawa,36793,359398,33911,186,2673,2
2022-04-08,Fukui,22740,269832,21479,45,1216,1
2022-04-08,Yamanashi,24979,253702,23074,64,1851,1
2022-04-08,Nagano,48694,599475,43512,168,4494,0
2022-04-08,Gifu,73259,748802,67722,317,4582,1
2022-04-08,Shizuoka,129125,1066008,119951,386,8592,1
2022-04-08,Aichi,430708,2370814,406930,1982,21796,18
2022-04-08,Mie,60423,439857,56467,274,5226,2
2022-04-08,Shiga,72595,534254,67884,197,4514,1
2022-04-08,Kyoto,162602,734895,151108,676,9856,7
2022-04-08,Osaka,824968,6308882,780315,4791,39828,277
2022-04-08,Hyogo,346959,1384352,329032,2135,15795,11
2022-04-08,Nara,77430,457115,68740,353,8337,6
2022-04-08,Wakayama,30353,141063,28617,110,1450,0
2022-04-08,Tottori,9896,313747,9101,14,666,0
2022-04-08,Shimane,10439,148690,9149,11,1279,0
2022-04-08,Okayama,66965,493254,61607,223,3679,2
2022-04-08,Hiroshima,103869,1571842,92255,450,11164,4
2022-04-08,Yamaguchi,31738,495987,28778,167,2793,1
2022-04-08,Tokushima,16869,183065,16049,79,743,2
2022-04-08,Kagawa,31998,232340,29426,113,2459,2
2022-04-08,Ehime,27112,304500,24504,130,2478,4
2022-04-08,Kochi,18183,223792,16713,101,1369,2
2022-04-08,Fukuoka,320823,2296233,282618,1152,29694,10
2022-04-08,Saga,35025,224863,29274,90,3084,0
2022-04-08,Nagasaki,35364,314853,33420,117,3419,0
2022-04-08,Kumamoto,69261,236624,63639,276,5346,6
2022-04-08,Oita,35470,494964,32140,144,3186,2
2022-04-08,Miyazaki,29412,158780,25031,119,4336,2
2022-04-08,Kagoshima,49369,320834,42631,171,5890,0
2022-04-08,Okinawa,131516,680596,121574,441,9504,5
2022-04-09,Hokkaido,241254,1915186,219724,1947,19965,6
2022-04-09,Aomori,39994,204207,35109,88,4797,0
2022-04-09,Iwate,20882,224976,17553,80,3249,1
2022-04-09,Miyagi,63288,476313,56816,176,5732,3
2022-04-09,Akita,18966,52544,15894,49,3023,2
2022-04-09,Yamagata,19151,174545,16751,80,2320,2
2022-04-09,Fukushima,40971,699604,35333,200,5438,2
2022-04-09,Ibaraki,124921,44830,116791,390,7740,3
2022-04-09,Tochigi,68411,683960,61755,253,6403,3
2022-04-09,Gunma,74773,557906,69778,295,4700,1
2022-04-09,Saitama,459214,2517290,431127,1409,26678,20
2022-04-09,Chiba,381772,1857082,356425,1680,20735,14
2022-04-09,Tokyo,1318898,6141221,1209883,4234,104781,29
2022-04-09,Kanagawa,635767,2180686,604059,2067,29641,24
2022-04-09,Niigata,48821,541007,43384,91,5346,0
2022-04-09,Toyama,29561,216636,27060,85,2416,4
2022-04-09,Ishikawa,37094,360721,34099,186,2786,1
2022-04-09,Fukui,22963,270807,21709,45,1209,1
2022-04-09,Yamanashi,24979,253702,23074,64,1851,1
2022-04-09,Nagano,49434,599475,43619,168,4609,0
2022-04-09,Gifu,73843,751565,68224,317,4718,1
2022-04-09,Shizuoka,130247,1066008,119951,386,8576,1
2022-04-09,Aichi,433560,2370814,409083,1986,22491,20
2022-04-09,Mie,60978,439857,56951,274,5303,1
2022-04-09,Shiga,73118,535583,68448,199,4471,0
2022-04-09,Kyoto,163594,737501,152026,679,9900,8
2022-04-09,Osaka,829168,6328178,784164,4806,40166,275
2022-04-09,Hyogo,348976,1388472,331292,2136,15548,10
2022-04-09,Nara,77890,457115,69307,353,8230,8
2022-04-09,Wakayama,30595,141686,28842,110,1467,0
2022-04-09,Tottori,9970,314925,9161,14,698,0
2022-04-09,Shimane,10591,148690,9291,11,1289,0
2022-04-09,Okayama,67607,493254,61607,224,3679,2
2022-04-09,Hiroshima,105068,1571842,94122,451,10495,4
2022-04-09,Yamaguchi,32083,495987,29145,167,2771,1
2022-04-09,Tokushima,16976,183640,16145,79,756,2
2022-04-09,Kagawa,32347,233420,29712,114,2521,2
2022-04-09,Ehime,27424,304842,24787,131,2506,4
2022-04-09,Kochi,18337,224027,16862,101,1374,2
2022-04-09,Fukuoka,323552,2304134,284220,1152,30944,9
2022-04-09,Saga,35431,225892,29668,92,3048,0
2022-04-09,Nagasaki,35729,315741,33684,117,3546,0
2022-04-09,Kumamoto,69261,237793,63639,276,5346,6
2022-04-09,Oita,35935,497163,32544,145,3246,2
2022-04-09,Miyazaki,30018,159750,25148,119,4825,2
2022-04-09,Kagoshima,50104,322902,43426,171,5772,0
2022-04-09,Okinawa,133040,683069,122655,441,9950,7
2022-04-10,Hokkaido,243399,1919871,221557,1948,19583,6
2022-04-10,Aomori,40402,204682,35423,89,4890,0
2022-04-10,Iwate,21267,226257,17778,80,3409,1
2022-04-10,Miyagi,63861,477068,57216,176,5897,3
2022-04-10,Akita,19218,52544,16084,49,3085,2
2022-04-10,Yamagata,19310,174545,16972,80,2258,2
2022-04-10,Fukushima,41501,699604,35425,200,5876,2
2022-04-10,Ibaraki,126375,44830,117977,393,8005,3
2022-04-10,Tochigi,68956,686880,62378,253,6325,3
2022-04-10,Gunma,75274,557906,70358,296,4620,1
2022-04-10,Saitama,462773,2520687,434542,1411,26820,16
2022-04-10,Chiba,384440,1861841,358547,1684,21545,9
2022-04-10,Tokyo,1326924,6141221,1216972,4234,105718,29
2022-04-10,Kanagawa,639865,2180686,607771,2071,30023,22
2022-04-10,Niigata,49717,541497,44038,91,5588,0
2022-04-10,Toyama,29680,216636,27269,85,2326,3
2022-04-10,Ishikawa,37387,361289,34294,186,2884,1
2022-04-10,Fukui,23183,271553,21925,45,1213,1
2022-04-10,Yamanashi,24979,253702,23074,64,1851,1
2022-04-10,Nagano,50166,599475,43942,168,5068,0
2022-04-10,Gifu,74330,752325,68763,318,4762,1
2022-04-10,Shizuoka,131090,1066008,119951,387,8555,1
2022-04-10,Aichi,436286,2370814,411382,1988,22916,18
2022-04-10,Mie,61608,439857,57576,274,5319,1
2022-04-10,Shiga,73600,536610,68902,199,4499,0
2022-04-10,Kyoto,164503,739306,153374,680,9541,6
2022-04-10,Osaka,832818,6342347,787063,4817,40907,275
2022-04-10,Hyogo,350809,1392123,333339,2138,15333,8
2022-04-10,Nara,77383,457115,69446,353,8584,8
2022-04-10,Wakayama,30923,142538,29130,110,1507,0
2022-04-10,Tottori,10063,315525,9230,14,704,0
2022-04-10,Shimane,10704,148690,9390,11,1303,0
2022-04-10,Okayama,68229,493254,61607,225,3679,2
2022-04-10,Hiroshima,106273,1571842,95060,451,10762,5
2022-04-10,Yamaguchi,32381,495987,29447,167,2767,1
2022-04-10,Tokushima,17082,183814,16246,79,762,2
2022-04-10,Kagawa,32671,233924,30014,114,2543,2
2022-04-10,Ehime,27702,305190,25025,131,2546,4
2022-04-10,Kochi,18464,224224,17014,101,1349,2
2022-04-10,Fukuoka,325927,2310432,285770,1154,32101,9
2022-04-10,Saga,35658,226542,30051,92,3109,0
2022-04-10,Nagasaki,36096,316367,34001,117,3614,0
2022-04-10,Kumamoto,69261,237793,63639,276,5346,6
2022-04-10,Oita,36357,497779,32944,145,3268,2
2022-04-10,Miyazaki,30511,160548,25660,120,4806,1
2022-04-10,Kagoshima,50714,324831,44164,171,5769,0
2022-04-10,Okinawa,134193,684852,123706,441,10042,6
2022-04-11,Hokkaido,244950,1922733,223251,1952,19894,7
2022-04-11,Aomori,40680,204975,35824,90,4766,0
2022-04-11,Iwate,21494,227044,18130,80,3284,1
2022-04-11,Miyagi,64187,478253,57657,177,6030,3
2022-04-11,Akita,19363,53437,16356,49,2958,3
2022-04-11,Yamagata,19433,177317,17342,81,2010,1
2022-04-11,Fukushima,41896,699604,36171,200,5525,3
2022-04-11,Ibaraki,127595,44951,119143,394,8058,4
2022-04-11,Tochigi,69371,687044,62815,254,6302,3
2022-04-11,Gunma,75274,560791,70838,297,4363,0
2022-04-11,Saitama,466434,2529370,436839,1411,28184,15
2022-04-11,Chiba,386364,1861841,360797,1685,21959,9
2022-04-11,Tokyo,1326924,6141221,1216972,4234,105718,29
2022-04-11,Kanagawa,643645,2180686,609531,2076,32038,18
2022-04-11,Niigata,50226,544760,44671,91,5464,1
2022-04-11,Toyama,29748,217688,27417,87,2244,3
2022-04-11,Ishikawa,37660,361705,34445,186,3006,1
2022-04-11,Fukui,23380,272223,22143,45,1192,1
2022-04-11,Yamanashi,25660,253702,23883,64,1721,1
2022-04-11,Nagano,50672,604518,44627,168,5074,0
2022-04-11,Gifu,74727,752950,69287,320,4723,0
2022-04-11,Shizuoka,131497,1066008,123593,388,7897,2
2022-04-11,Aichi,438540,2384355,413472,1989,23079,17
2022-04-11,Mie,61972,439857,58154,275,5113,1
2022-04-11,Shiga,73789,537198,69466,200,4123,0
2022-04-11,Kyoto,165042,740122,155097,681,8726,8
2022-04-11,Osaka,834267,6356585,789913,4819,39506,274
2022-04-11,Hyogo,352817,1396077,335242,2140,15438,10
2022-04-11,Nara,78701,459756,69568,354,8779,7
2022-04-11,Wakayama,31083,143019,29289,110,1507,0
2022-04-11,Tottori,10125,316409,9260,14,735,0
2022-04-11,Shimane,10794,148690,9521,11,1262,0
2022-04-11,Okayama,68662,493254,61607,225,3679,2
2022-04-11,Hiroshima,107352,1571842,95957,453,10942,5
2022-04-11,Yamaguchi,32542,495987,29829,167,2546,1
2022-04-11,Tokushima,17171,183993,16318,79,780,2
2022-04-11,Kagawa,32844,234258,30314,114,2416,2
2022-04-11,Ehime,27852,305395,25281,133,2438,4
2022-04-11,Kochi,18549,229933,17116,101,1332,2
2022-04-11,Fukuoka,327560,2315359,286833,1157,33386,10
2022-04-11,Saga,36040,226945,30374,92,3092,0
2022-04-11,Nagasaki,36280,316913,34139,117,3670,0
2022-04-11,Kumamoto,70802,239624,64686,276,5840,5
2022-04-11,Oita,36683,498310,33299,145,3239,2
2022-04-11,Miyazaki,30840,161350,26154,120,4641,1
2022-04-11,Kagoshima,51092,325696,44781,171,5762,0
2022-04-11,Okinawa,134770,687429,124689,441,9646,9
2022-04-12,Hokkaido,246854,1928924,225205,1954,19746,9
2022-04-12,Aomori,41111,206379,36112,91,4908,0
2022-04-12,Iwate,21787,228266,18390,80,3317,1
2022-04-12,Miyagi,64795,482228,58214,178,5795,3
2022-04-12,Akita,19808,53577,16489,49,3270,3
2022-04-12,Yamagata,19668,177450,17754,81,1833,1
2022-04-12,Fukushima,42434,708200,37069,200,5165,3
2022-04-12,Ibaraki,128544,44951,120255,396,7893,3
2022-04-12,Tochigi,70034,687620,63384,256,6394,2
2022-04-12,Gunma,76088,562967,71307,298,4483,0
2022-04-12,Saitama,468975,2531118,441341,1414,26220,14
2022-04-12,Chiba,388641,1875744,363363,1687,21316,9
2022-04-12,Tokyo,1338408,6184146,1221207,4239,112962,27
2022-04-12,Kanagawa,647762,2180686,616574,2077,29111,18
2022-04-12,Niigata,50743,547998,45267,91,5385,1
2022-04-12,Toyama,29877,218376,27520,88,2269,2
2022-04-12,Ishikawa,37835,364569,34848,186,2778,1
2022-04-12,Fukui,23597,274806,22267,45,1285,1
2022-04-12,Yamanashi,25800,253702,24086,64,1660,1
2022-04-12,Nagano,51369,610862,45323,169,4631,0
2022-04-12,Gifu,75570,757263,69804,320,4603,1
2022-04-12,Shizuoka,132311,1066008,124244,388,7725,1
2022-04-12,Aichi,439738,2394066,415584,1989,22165,16
2022-04-12,Mie,62478,439857,58627,275,5158,0
2022-04-12,Shiga,74164,538104,69764,200,4200,0
2022-04-12,Kyoto,165774,741761,155070,685,9291,7
2022-04-12,Osaka,839318,6366034,793653,4826,40811,281
2022-04-12,Hyogo,353808,1398250,336360,2143,15308,13
2022-04-12,Nara,79051,461671,69886,354,8811,7
2022-04-12,Wakayama,31467,143957,29607,111,1571,0
2022-04-12,Tottori,10194,318871,9385,14,670,0
2022-04-12,Shimane,10944,148690,9652,11,1281,0
2022-04-12,Okayama,69228,493254,61607,225,3679,2
2022-04-12,Hiroshima,108357,1571842,96190,453,11714,5
2022-04-12,Yamaguchi,32864,495987,29990,170,2704,1
2022-04-12,Tokushima,17288,184925,16389,79,826,2
2022-04-12,Kagawa,33246,234807,30591,114,2541,1
2022-04-12,Ehime,28301,305899,25554,133,2614,4
2022-04-12,Kochi,18733,230167,17227,101,1405,2
2022-04-12,Fukuoka,329879,2324013,288406,1160,33433,9
2022-04-12,Saga,36652,228439,30699,92,3000,0
2022-04-12,Nagasaki,36759,318605,34494,117,3806,0
2022-04-12,Kumamoto,71657,240815,66297,276,5084,5
2022-04-12,Oita,37179,501470,33632,146,3401,2
2022-04-12,Miyazaki,31411,162408,26860,120,4506,1
2022-04-12,Kagoshima,51821,327938,45443,171,5478,0
2022-04-12,Okinawa,136279,689584,125712,441,10119,9
2022-04-13,Hokkaido,249567,1937060,227111,1954,19695,9
2022-04-13,Aomori,41610,207432,36523,93,4994,0
2022-04-13,Iwate,22218,229917,18769,81,3368,1
2022-04-13,Miyagi,65543,485118,58689,178,5929,3
2022-04-13,Akita,20167,53712,17266,51,2850,3
2022-04-13,Yamagata,19921,178107,17875,83,1963,1
2022-04-13,Fukushima,43127,710951,37569,200,5358,2
2022-04-13,Ibaraki,129496,44951,121487,400,7609,2
2022-04-13,Tochigi,70812,689864,63793,257,6762,2
2022-04-13,Gunma,76669,567813,71682,300,4687,0
2022-04-13,Saitama,471986,2548031,444088,1418,26480,16
2022-04-13,Chiba,391264,1882057,365830,1692,21124,8
2022-04-13,Tokyo,1346661,6206623,1236982,4244,105435,23
2022-04-13,Kanagawa,652279,2180686,619741,2080,30458,16
2022-04-13,Niigata,51650,551155,45888,91,5671,1
2022-04-13,Toyama,30067,219286,27682,89,2296,0
2022-04-13,Ishikawa,38207,365579,35031,186,2967,2
2022-04-13,Fukui,23818,276109,22413,45,1360,1
2022-04-13,Yamanashi,26085,253702,24272,64,1760,1
2022-04-13,Nagano,52209,613614,45919,169,4766,0
2022-04-13,Gifu,76279,760982,70284,320,4966,1
2022-04-13,Shizuoka,133435,1066008,125164,389,7669,1
2022-04-13,Aichi,443138,2403306,417627,1992,23519,15
2022-04-13,Mie,63274,439857,59092,278,5500,1
2022-04-13,Shiga,74673,539612,70314,200,4159,0
2022-04-13,Kyoto,166945,744889,155691,685,9398,10
2022-04-13,Osaka,844439,6388933,797278,4837,42295,281
2022-04-13,Hyogo,355629,1402152,338551,2147,14935,17
2022-04-13,Nara,79650,463571,70199,355,9096,8
2022-04-13,Wakayama,31831,144894,29983,111,1557,0
2022-04-13,Tottori,10292,319895,9454,14,696,0
2022-04-13,Shimane,11106,148690,9765,11,1330,0
2022-04-13,Okayama,70203,493254,61607,225,3679,2
2022-04-13,Hiroshima,109265,1571842,96669,454,12142,5
2022-04-13,Yamaguchi,33144,507518,30336,170,2638,1
2022-04-13,Tokushima,17450,185389,16468,79,911,2
2022-04-13,Kagawa,33670,236579,30886,116,2668,1
2022-04-13,Ehime,28709,306405,25809,133,2767,4
2022-04-13,Kochi,18917,230440,17364,101,1452,3
2022-04-13,Fukuoka,332800,2333415,289789,1162,34349,9
2022-04-13,Saga,37182,229704,31029,92,3177,0
2022-04-13,Nagasaki,37205,319919,34722,117,4045,0
2022-04-13,Kumamoto,72391,240815,66811,276,5304,4
2022-04-13,Oita,37623,504318,34113,146,3364,2
2022-04-13,Miyazaki,32166,163153,27120,120,5001,1
2022-04-13,Kagoshima,52527,329259,46035,171,5615,0
2022-04-13,Okinawa,137935,693771,126728,441,10755,8
2022-04-14,Hokkaido,252335,1944322,229171,1958,20502,7
2022-04-14,Aomori,42013,208082,37218,93,4702,0
2022-04-14,Iwate,22649,232356,19158,81,3410,1
2022-04-14,Miyagi,66141,486839,59202,179,6164,4
2022-04-14,Akita,20524,53887,17480,51,2993,3
2022-04-14,Yamagata,20178,178577,18057,83,2038,1
2022-04-14,Fukushima,43859,714462,38126,200,5533,0
2022-04-14,Ibaraki,130769,44951,122524,402,7843,4
2022-04-14,Tochigi,71444,690242,64211,257,6976,3
2022-04-14,Gunma,77224,570124,72211,301,4712,0
2022-04-14,Saitama,475849,2550840,447140,1418,27291,10
2022-04-14,Chiba,394240,1882057,365830,1695,21124,8
2022-04-14,Tokyo,1355201,6225823,1243460,4251,107490,21
2022-04-14,Kanagawa,656017,2180686,622607,2090,31320,20
2022-04-14,Niigata,52464,554996,46551,91,5822,1
2022-04-14,Toyama,30229,219618,27889,90,2250,0
2022-04-14,Ishikawa,38581,367785,35252,186,3120,2
2022-04-14,Fukui,24031,277257,22632,45,1354,1
2022-04-14,Yamanashi,26317,253702,24462,64,1801,1
2022-04-14,Nagano,53077,615735,46230,169,4909,0
2022-04-14,Gifu,76986,765078,70787,320,5172,0
2022-04-14,Shizuoka,134533,1066008,125802,389,8122,0
2022-04-14,Aichi,446568,2410763,419494,1994,25080,17
2022-04-14,Mie,63948,439857,59736,279,5538,1
2022-04-14,Shiga,75137,540437,70607,200,4330,0
2022-04-14,Kyoto,168053,746976,156802,686,9458,10
2022-04-14,Osaka,848753,6410111,801088,4848,42791,44
2022-04-14,Hyogo,358301,1407116,340857,2151,15297,17
2022-04-14,Nara,80128,464873,70386,355,9387,7
2022-04-14,Wakayama,32163,145789,30252,111,1620,2
2022-04-14,Tottori,10390,321365,9517,14,731,0
2022-04-14,Shimane,11253,156561,9916,11,1326,0
2022-04-14,Okayama,71009,493254,61607,226,3679,2
2022-04-14,Hiroshima,110406,1611793,98044,455,11907,6
2022-04-14,Yamaguchi,33409,507518,30621,170,2618,1
2022-04-14,Tokushima,17580,186535,16553,79,956,2
2022-04-14,Kagawa,34058,237837,31121,116,2821,1
2022-04-14,Ehime,29049,306983,26061,133,2855,4
2022-04-14,Kochi,19097,230773,17489,101,1507,2
2022-04-14,Fukuoka,335551,2342420,290956,1167,36075,10
2022-04-14,Saga,37717,231192,31335,94,3431,0
2022-04-14,Nagasaki,37622,321176,35085,118,4127,0
2022-04-14,Kumamoto,73133,243372,67320,276,5537,4
2022-04-14,Oita,38079,507251,34453,146,3480,1
2022-04-14,Miyazaki,32853,164184,27812,121,4996,1
2022-04-14,Kagoshima,53199,331546,46578,171,5778,1
2022-04-14,Okinawa,139361,696752,127826,441,11092,10
2022-04-15,Hokkaido,254940,1952488,231641,1960,21206,6
2022-04-15,Aomori,42462,209057,37713,93,4656,0
2022-04-15,Iwate,22951,233969,19459,81,3411,1
2022-04-15,Miyagi,66648,489045,59799,180,6164,4
2022-04-15,Akita,20886,54119,17888,52,2946,3
2022-04-15,Yamagata,20393,179014,18308,84,2001,1
2022-04-15,Fukushima,44454,717303,38620,200,5634,0
2022-04-15,Ibaraki,132087,44951,123852,404,7831,2
